,0
1900-01-01,2.4553066330976527
1900-01-02,12.910803799721357
1900-01-03,-4.5053315571778825
1900-01-04,21.900946586812324
1900-01-05,10.13007084796892
1900-01-06,6.150588172438569
1900-01-07,8.225906288672885
1900-01-08,2.2088413399685933
1900-01-09,9.873277794870507
1900-01-10,4.324462365731431
1900-01-11,2.67172875601473
1900-01-12,12.34514331425685
1900-01-13,7.161931448063921
1900-01-14,9.827648865630154
1900-01-15,-3.1944898301228726
1900-01-16,19.18378816868211
1900-01-17,18.587050664501422
1900-01-18,13.894487623160236
1900-01-19,1.6661031762192255
1900-01-20,-4.725962658628697
1900-01-21,1.542757172042453
1900-01-22,16.98204904811009
1900-01-23,6.341992599923561
1900-01-24,10.204263713363149
1900-01-25,2.6696281037597585
1900-01-26,9.227417478834191
1900-01-27,12.109836419700471
1900-01-28,9.822601267270114
1900-01-29,-4.705059068727769
1900-01-30,-6.7683229428080764
1900-01-31,-3.3000370317574728
1900-02-01,12.654607007353583
1900-02-02,15.520913396897935
1900-02-03,5.653353946016986
1900-02-04,-2.6827198084017407
1900-02-05,12.049025997743186
1900-02-06,13.097496767836837
1900-02-07,16.528737098218457
1900-02-08,5.6507772612529825
1900-02-09,15.532166986367324
1900-02-10,19.664413982188513
1900-02-11,3.917768134094822
1900-02-12,14.454332209665
1900-02-13,0.0035066204299010195
1900-02-14,19.194462699147884
1900-02-15,-0.48709065197697754
1900-02-16,8.63214276950149
1900-02-17,6.1381824720054
1900-02-18,1.6664759504480724
1900-02-19,3.394926684105223
1900-02-20,4.805352586658652
1900-02-21,17.44330609240118
1900-02-22,3.4186060194865764
1900-02-23,13.098649834696356
1900-02-24,13.270175528336683
1900-02-25,8.415273918256867
1900-02-26,-0.28656853674123894
1900-02-27,0.23736170651101496
1900-02-28,3.985714067775996
1900-03-01,2.0647077904752917
1900-03-02,3.367464563753222
1900-03-03,2.2414605130115293
1900-03-04,12.051438009775897
1900-03-05,4.2699693738102065
1900-03-06,13.971912151584464
1900-03-07,17.81396821429269
1900-03-08,15.831933859260756
1900-03-09,6.416737768470835
1900-03-10,12.272185560408355
1900-03-11,9.432573561166906
1900-03-12,9.644851578044781
1900-03-13,4.055507946065224
1900-03-14,-1.4600692983229226
1900-03-15,15.613502459628387
1900-03-16,10.581250196254818
1900-03-17,17.22673053836794
1900-03-18,11.416160022403906
1900-03-19,-2.0295559364456413
1900-03-20,12.706631329655721
1900-03-21,26.4086086323833
1900-03-22,5.320688013950951
1900-03-23,12.642440566327805
1900-03-24,6.822032504776353
1900-03-25,-4.16073114704999
1900-03-26,0.9716682804798857
1900-03-27,-1.6850082963015343
1900-03-28,2.405352369142312
1900-03-29,17.724773469203193
1900-03-30,11.861305840766004
1900-03-31,-1.2404271000902085
1900-04-01,13.994085331288893
1900-04-02,6.387476365058511
1900-04-03,2.446681494078681
1900-04-04,16.347283110115296
1900-04-05,5.698330100725737
1900-04-06,11.572923851967321
1900-04-07,8.648225523495524
1900-04-08,9.849923176582811
1900-04-09,3.515798047138249
1900-04-10,11.978073450437876
1900-04-11,-3.797448060676336
1900-04-12,15.81304781965958
1900-04-13,18.374835646204282
1900-04-14,16.74656691436115
1900-04-15,18.1701176477817
1900-04-16,3.215978786045146
1900-04-17,6.772640672814529
1900-04-18,5.780803836109522
1900-04-19,6.394743566160615
1900-04-20,-1.3107133656070964
1900-04-21,15.717979224983091
1900-04-22,4.062375059468576
1900-04-23,5.9506264923318675
1900-04-24,4.693885089774481
1900-04-25,7.390149162457988
1900-04-26,8.435410312778373
1900-04-27,8.108897108590556
1900-04-28,12.668446467662784
1900-04-29,12.028256763624922
1900-04-30,11.894701825039464
1900-05-01,6.4702230971488826
1900-05-02,5.23489799379707
1900-05-03,2.4508350795306777
1900-05-04,17.43459257275103
1900-05-05,12.39481718484439
1900-05-06,12.7879373632907
1900-05-07,14.351149239955305
1900-05-08,20.504960217550742
1900-05-09,12.285277118289095
1900-05-10,13.832852634099037
1900-05-11,7.441930500773653
1900-05-12,-12.374889329514293
1900-05-13,18.63746802870498
1900-05-14,5.127422378886583
1900-05-15,23.518450377697313
1900-05-16,10.980925471819816
1900-05-17,3.439379368045069
1900-05-18,9.175062878580112
1900-05-19,9.259251482612225
1900-05-20,11.870710815736523
1900-05-21,20.996215250584907
1900-05-22,15.605104095679128
1900-05-23,16.763149375663097
1900-05-24,13.469220981644769
1900-05-25,4.60654000700529
1900-05-26,-0.009407764821276032
1900-05-27,12.124592551244072
1900-05-28,29.720482010045494
1900-05-29,6.027522853269707
1900-05-30,8.516304650162228
1900-05-31,13.010603279790896
1900-06-01,4.547531433884476
1900-06-02,1.3897453670921092
1900-06-03,14.277743149567144
1900-06-04,5.283564941451246
1900-06-05,22.17079385196729
1900-06-06,-1.877427517996269
1900-06-07,6.756823974660668
1900-06-08,8.006507711468643
1900-06-09,5.308326009544633
1900-06-10,25.004480474127092
1900-06-11,9.281444490665605
1900-06-12,15.255680337993986
1900-06-13,5.009386498212661
1900-06-14,12.276185646960538
1900-06-15,8.80770023607712
1900-06-16,15.036547924837391
1900-06-17,15.098903345769397
1900-06-18,0.869454512200436
1900-06-19,9.743039503912868
1900-06-20,-1.8384968688346408
1900-06-21,20.865214794022325
1900-06-22,17.044218980897583
1900-06-23,4.854565969611928
1900-06-24,6.804709546062051
1900-06-25,14.777380009280819
1900-06-26,10.955611862739671
1900-06-27,-1.7492892087487917
1900-06-28,9.179253739523075
1900-06-29,14.707242923340264
1900-06-30,10.655692582153835
1900-07-01,13.269925464337906
1900-07-02,18.99414668284328
1900-07-03,7.313055176780475
1900-07-04,24.08531488643296
1900-07-05,12.492746324445996
1900-07-06,2.0378909266229774
1900-07-07,4.006063378187188
1900-07-08,-5.00057336414149
1900-07-09,8.170299771034509
1900-07-10,9.182460640616219
1900-07-11,7.356819405846286
1900-07-12,11.278517661850762
1900-07-13,17.797447534713854
1900-07-14,8.655003473265072
1900-07-15,-3.9543162855993543
1900-07-16,10.966596090162104
1900-07-17,4.447218625210349
1900-07-18,13.215242875326547
1900-07-19,9.034138480510894
1900-07-20,17.436922861900314
1900-07-21,7.3270367942590315
1900-07-22,16.11538764435258
1900-07-23,2.909122003299193
1900-07-24,9.624044065085682
1900-07-25,8.947685834418664
1900-07-26,11.148736667143108
1900-07-27,20.72770031596375
1900-07-28,12.32563716652935
1900-07-29,19.87951960496151
1900-07-30,19.656768537871663
1900-07-31,18.20578183893454
1900-08-01,22.057900845220832
1900-08-02,19.510227962437426
